nim,kode,sks,harga,grup,nilai,semester,th_ajaran
01130008,FI6253,3,3,A,A,GASAL,2014/2015
01130023,FI4013,3,3,A,B+,GASAL,2014/2015
01130021,FI4013,3,3,A,B-,GASAL,2014/2015
01130013,FI5083,3,3,A,A-,GASAL,2014/2015
01130019,FI4013,3,3,A,B+,GASAL,2014/2015
01130028,FI5083,3,3,A,B+,GASAL,2014/2015
01130005,FI2053,3,3,A,B+,GASAL,2014/2015
01130003,FI4013,3,3,A,B,GASAL,2014/2015
01130029,FI4013,3,3,A,C+,GASAL,2014/2015
01130025,FI4013,3,3,A,B,GASAL,2014/2015
01130016,FI5083,3,3,A,A,GASAL,2014/2015
01130004,FI4013,3,3,A,B+,GASAL,2014/2015
01130010,FI6253,3,3,A,B+,GASAL,2014/2015
01130017,FI5083,3,3,A,B+,GASAL,2014/2015
01130020,FI4013,3,3,A,B,GASAL,2014/2015
01130014,FI4013,3,3,A,B-,GASAL,2014/2015
01130019,FI5083,3,3,A,A-,GASAL,2014/2015
01130015,FI2033,3,3,B,C+,GASAL,2014/2015
01130001,FI2053,3,3,A,B+,GASAL,2014/2015
01130029,FI5083,3,3,A,B+,GASAL,2014/2015
01130005,FI5083,3,3,A,B,GASAL,2014/2015
01130021,FI2022,2,2,A,A,GASAL,2014/2015
01130026,FI3013,3,3,B,A,GASAL,2014/2015
01130014,FI5083,3,3,A,A-,GASAL,2014/2015
01130013,FI2053,3,3,A,A-,GASAL,2014/2015
01130022,FI3013,3,3,B,B+,GASAL,2014/2015
01130004,FI5083,3,3,A,A,GASAL,2014/2015
01130021,FI5083,3,3,A,A-,GASAL,2014/2015
01130015,FI2053,3,3,A,A-,GASAL,2014/2015
01130028,FI3013,3,3,B,A-,GASAL,2014/2015
01130017,FI3013,3,3,B,A-,GASAL,2014/2015
01130001,FI4013,3,3,A,A-,GASAL,2014/2015
01130026,FI4013,3,3,A,B,GASAL,2014/2015
01130005,FI3013,3,3,B,A-,GASAL,2014/2015
01130016,FI3013,3,3,B,A-,GASAL,2014/2015
01130013,FI4013,3,3,A,B+,GASAL,2014/2015
01102305,TE3344,4,6,A,T,GASAL,2014/2015
01102274,TE3344,4,6,A,T,GASAL,2014/2015
01102289,TE3344,4,6,A,T,GASAL,2014/2015
01102286,TE3344,4,6,A,T,GASAL,2014/2015
01102287,TE3344,4,6,A,T,GASAL,2014/2015
01102273,TE3344,4,6,A,T,GASAL,2014/2015
01102298,TE3344,4,6,A,T,GASAL,2014/2015
01102307,TE3344,4,6,A,T,GASAL,2014/2015
01102280,TE3344,4,6,A,T,GASAL,2014/2015
01102281,TE3344,4,6,A,T,GASAL,2014/2015
01102282,TE3344,4,6,A,T,GASAL,2014/2015
01102283,TE3344,4,6,A,T,GASAL,2014/2015
01102284,TE3344,4,6,A,T,GASAL,2014/2015
01102291,TE3344,4,6,A,T,GASAL,2014/2015
01102309,TE3344,4,6,A,T,GASAL,2014/2015
01102312,TE3344,4,6,A,T,GASAL,2014/2015
01102272,TE3344,4,6,A,T,GASAL,2014/2015
01102302,TE3344,4,6,A,T,GASAL,2014/2015
01102316,TE3344,4,6,A,T,GASAL,2014/2015
01102276,TE3344,4,6,A,T,GASAL,2014/2015
01102277,TE3344,4,6,A,T,GASAL,2014/2015
01102279,TE3344,4,6,A,T,GASAL,2014/2015
01102285,TE3344,4,6,A,T,GASAL,2014/2015
01130004,FI6253,3,3,A,A,GASAL,2014/2015
01130025,FI6253,3,3,A,A-,GASAL,2014/2015
01130026,FI5083,3,3,A,B+,GASAL,2014/2015
01130017,FI6253,3,3,A,A,GASAL,2014/2015
01130029,FI3013,3,3,B,A,GASAL,2014/2015
01130021,FI6253,3,3,A,A-,GASAL,2014/2015
01130001,FI5083,3,3,A,A,GASAL,2014/2015
01130016,FI4013,3,3,A,B,GASAL,2014/2015
01130019,FI6253,3,3,A,B+,GASAL,2014/2015
01130006,FI6253,3,3,A,A-,GASAL,2014/2015
01130014,FI3013,3,3,B,B+,GASAL,2014/2015
01130002,FI3013,3,3,B,A-,GASAL,2014/2015
01130020,FI3013,3,3,B,A-,GASAL,2014/2015
01130022,FI5083,3,3,A,B+,GASAL,2014/2015
01130026,FI6253,3,3,A,A-,GASAL,2014/2015
01130013,FI6253,3,3,A,B+,GASAL,2014/2015
01130005,FI4013,3,3,A,B-,GASAL,2014/2015
01130017,FI4013,3,3,A,A-,GASAL,2014/2015
01130011,FI6253,3,3,A,B,GASAL,2014/2015
01130003,FI3013,3,3,B,A,GASAL,2014/2015
01130015,FI3013,3,3,B,B+,GASAL,2014/2015
01130002,FI4013,3,3,A,B,GASAL,2014/2015
01130015,FI4013,3,3,A,B-,GASAL,2014/2015
01130020,FI2053,3,3,A,B+,GASAL,2014/2015
01130002,FI5083,3,3,A,B+,GASAL,2014/2015
01130001,FI6253,3,3,A,A-,GASAL,2014/2015
01130005,FI6253,3,3,A,B+,GASAL,2014/2015
01130003,FI2053,3,3,A,B+,GASAL,2014/2015
01130002,FI6253,3,3,A,C,GASAL,2014/2015
01130015,FI5083,3,3,A,B,GASAL,2014/2015
01130016,FI6253,3,3,A,A-,GASAL,2014/2015
01130009,FI2022,2,2,A,B,GASAL,2014/2015
01130015,FI6253,3,3,A,B+,GASAL,2014/2015
01130009,FI2033,3,3,B,B-,GASAL,2014/2015
01130014,FI6253,3,3,A,B,GASAL,2014/2015
01130009,FI2053,3,3,A,B-,GASAL,2014/2015
01130003,FI1052,4,4,A,B+,GASAL,2014/2015
01130009,FI4013,3,3,A,B-,GASAL,2014/2015
01130009,FI5083,3,3,A,B+,GASAL,2014/2015
01130002,FI2053,3,3,A,B,GASAL,2014/2015
01130003,FI5083,3,3,A,A,GASAL,2014/2015
01130023,FI5083,3,3,A,A,GASAL,2014/2015
01130009,FI3013,3,3,B,A-,GASAL,2014/2015
01130009,FI6253,3,3,A,B+,GASAL,2014/2015
01130002,FI1052,4,4,A,B-,GASAL,2014/2015
01130029,FI1052,4,4,A,B+,GASAL,2014/2015
01130020,FI5083,3,3,A,A-,GASAL,2014/2015
01130018,FI3013,3,3,B,A,GASAL,2014/2015
01130007,FI2022,2,2,A,B+,GASAL,2014/2015
01130007,FI2053,3,3,A,B+,GASAL,2014/2015
01130007,FI5083,3,3,A,A-,GASAL,2014/2015
01130016,FI6083,3,3,A,B+,GASAL,2014/2015
01130011,FI6083,3,3,A,A-,GASAL,2014/2015
01130007,FI4013,3,3,A,B,GASAL,2014/2015
01130017,FI6083,3,3,A,B+,GASAL,2014/2015
01130010,FI6083,3,3,A,A-,GASAL,2014/2015
01130007,FI3013,3,3,B,A-,GASAL,2014/2015
01130007,FI6253,3,3,A,B+,GASAL,2014/2015
01130015,FI6083,3,3,A,A-,GASAL,2014/2015
01130001,FI6083,3,3,A,A,GASAL,2014/2015
01130020,FI1052,4,4,A,B,GASAL,2014/2015
01130028,FI6083,3,3,A,A-,GASAL,2014/2015
01130012,FI4013,3,3,A,B+,GASAL,2014/2015
01130028,FI6253,3,3,A,B,GASAL,2014/2015
01130012,FI5083,3,3,A,A-,GASAL,2014/2015
01130012,FI6083,3,3,A,A-,GASAL,2014/2015
01130012,FI6253,3,3,A,A,GASAL,2014/2015
01130023,FI6083,3,3,A,A,GASAL,2014/2015
01130014,FI6083,3,3,A,A-,GASAL,2014/2015
01130019,FI6083,3,3,A,A,GASAL,2014/2015
01130021,FI6083,3,3,A,B,GASAL,2014/2015
01130004,FI6083,3,3,A,B,GASAL,2014/2015
01130030,FI3013,3,3,B,A-,GASAL,2014/2015
01130030,FI2053,3,3,A,B+,GASAL,2014/2015
01130030,FI4013,3,3,A,C,GASAL,2014/2015
01130030,FI1052,4,4,A,C+,GASAL,2014/2015
01130030,FI5083,3,3,A,B+,GASAL,2014/2015
01102288,TE3344,4,6,A,T,GASAL,2014/2015
01102293,TE3344,4,6,A,T,GASAL,2014/2015
01102310,TE3344,4,6,A,T,GASAL,2014/2015
01102317,TE3344,4,6,A,T,GASAL,2014/2015
01082205,TE3344,4,6,A,T,GASAL,2014/2015
01102275,TE3344,4,6,A,T,GASAL,2014/2015
01102315,TE3344,4,6,A,T,GASAL,2014/2015
01102313,TE3344,4,6,A,T,GASAL,2014/2015
01092221,TE3344,4,6,A,T,GASAL,2014/2015
01102297,TE3344,4,6,A,T,GASAL,2014/2015
01102303,TE3344,4,6,A,T,GASAL,2014/2015
01140001,FI2013,3,3,A,C+,GASAL,2014/2015
01140002,FI2013,3,3,A,C+,GASAL,2014/2015
01140003,FI2013,3,3,A,A-,GASAL,2014/2015
01140004,FI2013,3,3,A,C+,GASAL,2014/2015
01140005,FI2013,3,3,A,C+,GASAL,2014/2015
01140006,FI2013,3,3,A,B-,GASAL,2014/2015
01140007,FI2013,3,3,A,B,GASAL,2014/2015
01140008,FI2013,3,3,A,D,GASAL,2014/2015
01140009,FI2013,3,3,A,C,GASAL,2014/2015
01140010,FI2013,3,3,A,A,GASAL,2014/2015
01140022,FI2013,3,3,A,C,GASAL,2014/2015
01140023,FI2013,3,3,A,C,GASAL,2014/2015
01140024,FI2013,3,3,A,E,GASAL,2014/2015
01140025,FI2013,3,3,A,C,GASAL,2014/2015
01140026,FI2013,3,3,A,D,GASAL,2014/2015
01140027,FI2013,3,3,A,D,GASAL,2014/2015
01140028,FI2013,3,3,A,A,GASAL,2014/2015
01140029,FI2013,3,3,A,A-,GASAL,2014/2015
01140037,FI2013,3,3,A,D,GASAL,2014/2015
01140039,FI2013,3,3,A,C,GASAL,2014/2015
01140041,FI2013,3,3,A,C+,GASAL,2014/2015
01140042,FI2013,3,3,A,B+,GASAL,2014/2015
01140045,FI2013,3,3,A,C,GASAL,2014/2015
01140011,FI2033,3,3,A,B,GASAL,2014/2015
01140012,FI2033,3,3,A,C+,GASAL,2014/2015
01140013,FI2033,3,3,A,B+,GASAL,2014/2015
01140014,FI2033,3,3,A,B+,GASAL,2014/2015
01140015,FI2033,3,3,A,A,GASAL,2014/2015
01140016,FI2033,3,3,A,A-,GASAL,2014/2015
01140017,FI2033,3,3,A,B,GASAL,2014/2015
01140018,FI2033,3,3,A,B-,GASAL,2014/2015
01140019,FI2033,3,3,A,B+,GASAL,2014/2015
01140020,FI2033,3,3,A,B,GASAL,2014/2015
01140021,FI2033,3,3,A,B,GASAL,2014/2015
01140030,FI2033,3,3,A,B-,GASAL,2014/2015
01140031,FI2033,3,3,A,C,GASAL,2014/2015
01140032,FI2033,3,3,A,B+,GASAL,2014/2015
01140033,FI2033,3,3,A,C+,GASAL,2014/2015
01140034,FI2033,3,3,A,C+,GASAL,2014/2015
01140035,FI2033,3,3,A,A-,GASAL,2014/2015
01140036,FI2033,3,3,A,B-,GASAL,2014/2015
01140038,FI2033,3,3,A,B+,GASAL,2014/2015
01140040,FI2033,3,3,A,E,GASAL,2014/2015
01140043,FI2033,3,3,A,B+,GASAL,2014/2015
01140044,FI2033,3,3,A,B+,GASAL,2014/2015
01140046,FI2033,3,3,A,B-,GASAL,2014/2015
01130034,FI2053,3,3,A,A-,GASAL,2014/2015
01130054,FI2053,3,3,A,B+,GASAL,2014/2015
01130037,FI2053,3,3,A,A,GASAL,2014/2015
01130034,FI3013,3,3,B,A-,GASAL,2014/2015
01130035,FI2022,2,2,A,B+,GASAL,2014/2015
01130031,FI4013,3,3,A,B,GASAL,2014/2015
01130048,FI2033,3,3,B,C+,GASAL,2014/2015
01130054,FI2033,3,3,B,A-,GASAL,2014/2015
01130046,FI3013,3,3,B,B+,GASAL,2014/2015
01130041,FI2053,3,3,A,A-,GASAL,2014/2015
01130034,FI4013,3,3,A,C+,GASAL,2014/2015
01130041,FI4013,3,3,A,B+,GASAL,2014/2015
01130037,FI4013,3,3,A,B+,GASAL,2014/2015
01130033,FI3013,3,3,B,A-,GASAL,2014/2015
01130054,FI3013,3,3,B,A-,GASAL,2014/2015
01130056,FI4013,3,3,A,B,GASAL,2014/2015
01130041,FI3013,3,3,B,A-,GASAL,2014/2015
01130036,FI3013,3,3,B,A-,GASAL,2014/2015
01130053,FI2053,3,3,A,B+,GASAL,2014/2015
01130037,FI5083,3,3,A,A,GASAL,2014/2015
01130044,FI4013,3,3,A,A-,GASAL,2014/2015
01130045,FI4013,3,3,A,B+,GASAL,2014/2015
01130035,FI2053,3,3,A,B,GASAL,2014/2015
01130043,FI4013,3,3,A,B-,GASAL,2014/2015
01130048,FI2053,3,3,A,A,GASAL,2014/2015
01130033,FI5083,3,3,A,A-,GASAL,2014/2015
01130041,FI5083,3,3,A,A-,GASAL,2014/2015
01140001,FI2044,4,4,A,C,GASAL,2014/2015
01140002,FI2044,4,4,A,D,GASAL,2014/2015
01140003,FI2044,4,4,A,C+,GASAL,2014/2015
01140004,FI2044,4,4,A,C,GASAL,2014/2015
01140005,FI2044,4,4,A,C+,GASAL,2014/2015
01140006,FI2044,4,4,A,C,GASAL,2014/2015
01140007,FI2044,4,4,A,C,GASAL,2014/2015
01140008,FI2044,4,4,A,D,GASAL,2014/2015
01140009,FI2044,4,4,A,C,GASAL,2014/2015
01140010,FI2044,4,4,A,B,GASAL,2014/2015
01140011,FI2044,4,4,A,C,GASAL,2014/2015
01140012,FI2044,4,4,A,C+,GASAL,2014/2015
01140013,FI2044,4,4,A,C,GASAL,2014/2015
01140014,FI2044,4,4,A,C,GASAL,2014/2015
01140015,FI2044,4,4,A,B+,GASAL,2014/2015
01140016,FI2044,4,4,A,B+,GASAL,2014/2015
01140017,FI2044,4,4,A,D,GASAL,2014/2015
01140018,FI2044,4,4,A,C,GASAL,2014/2015
01140019,FI2044,4,4,A,C+,GASAL,2014/2015
01140020,FI2044,4,4,A,C,GASAL,2014/2015
01140021,FI2044,4,4,A,D,GASAL,2014/2015
01140022,FI2044,4,4,A,D,GASAL,2014/2015
01140023,FI2044,4,4,A,D,GASAL,2014/2015
01140024,FI2044,4,4,A,D,GASAL,2014/2015
01140025,FI2044,4,4,A,C+,GASAL,2014/2015
01130035,FI3013,3,3,B,A-,GASAL,2014/2015
01130032,FI4013,3,3,A,B-,GASAL,2014/2015
01130037,FI3013,3,3,B,A,GASAL,2014/2015
01130044,FI5083,3,3,A,A,GASAL,2014/2015
01130031,FI3013,3,3,B,A-,GASAL,2014/2015
01130043,FI3013,3,3,B,A-,GASAL,2014/2015
01130048,FI3013,3,3,B,A-,GASAL,2014/2015
01130033,FI2053,3,3,A,B+,GASAL,2014/2015
01130041,FI6253,3,3,A,B+,GASAL,2014/2015
01130049,FI2053,3,3,A,A-,GASAL,2014/2015
01130054,FI4013,3,3,A,B+,GASAL,2014/2015
01130045,FI3013,3,3,B,A-,GASAL,2014/2015
01130042,FI2053,3,3,A,A-,GASAL,2014/2015
01130053,FI3013,3,3,B,A-,GASAL,2014/2015
01130032,FI6253,3,3,A,A-,GASAL,2014/2015
01130037,FI6253,3,3,A,A-,GASAL,2014/2015
01130033,FI4013,3,3,A,B+,GASAL,2014/2015
01130057,FI3013,3,3,B,A-,GASAL,2014/2015
01130044,FI3013,3,3,B,A-,GASAL,2014/2015
01130046,FI2053,3,3,A,B+,GASAL,2014/2015
01130056,FI2053,3,3,A,A-,GASAL,2014/2015
01130049,FI3013,3,3,B,B+,GASAL,2014/2015
01130048,FI4013,3,3,A,B-,GASAL,2014/2015
01130036,FI5083,3,3,A,B+,GASAL,2014/2015
01130042,FI3013,3,3,B,B+,GASAL,2014/2015
01130033,FI6253,3,3,A,A-,GASAL,2014/2015
01130049,FI4013,3,3,A,B-,GASAL,2014/2015
01130053,FI4013,3,3,A,B-,GASAL,2014/2015
01130034,FI2033,3,3,B,C+,GASAL,2014/2015
01130056,FI3013,3,3,B,A-,GASAL,2014/2015
01130035,FI4013,3,3,A,B,GASAL,2014/2015
01130044,FI2053,3,3,A,A,GASAL,2014/2015
01130048,FI5083,3,3,A,B+,GASAL,2014/2015
01130049,FI5083,3,3,A,B+,GASAL,2014/2015
01130031,FI2053,3,3,A,B+,GASAL,2014/2015
01130043,FI2053,3,3,A,A-,GASAL,2014/2015
01130054,FI5083,3,3,A,A-,GASAL,2014/2015
01130053,FI5083,3,3,A,B+,GASAL,2014/2015
01130058,FI2053,3,3,A,A,GASAL,2014/2015
01130057,FI1052,4,4,A,B-,GASAL,2014/2015
01130032,FI3013,3,3,B,A-,GASAL,2014/2015
01130042,FI4013,3,3,A,B+,GASAL,2014/2015
01130046,FI4013,3,3,A,B,GASAL,2014/2015
01130040,FI2053,3,3,A,B,GASAL,2014/2015
01130049,FI6253,3,3,A,B+,GASAL,2014/2015
01130045,FI2053,3,3,A,B+,GASAL,2014/2015
01130058,FI3013,3,3,B,A-,GASAL,2014/2015
01130042,FI5083,3,3,A,A,GASAL,2014/2015
01130035,FI6253,3,3,A,B+,GASAL,2014/2015
01130054,FI6253,3,3,A,A-,GASAL,2014/2015
01130033,FI6083,3,3,A,A,GASAL,2014/2015
01130042,FI6253,3,3,A,A-,GASAL,2014/2015
01130031,FI5083,3,3,A,A-,GASAL,2014/2015
01130046,FI5083,3,3,A,B+,GASAL,2014/2015
01130040,FI3013,3,3,B,B+,GASAL,2014/2015
01130058,FI4013,3,3,A,B+,GASAL,2014/2015
01130057,FI4013,3,3,A,B-,GASAL,2014/2015
01130053,FI2033,3,3,B,C,GASAL,2014/2015
01130032,FI5083,3,3,A,B+,GASAL,2014/2015
01130048,FI6083,3,3,A,A-,GASAL,2014/2015
01130056,FI6253,3,3,A,A-,GASAL,2014/2015
01130043,FI5083,3,3,A,A-,GASAL,2014/2015
01130036,FI2053,3,3,A,A-,GASAL,2014/2015
01130031,FI6253,3,3,A,B+,GASAL,2014/2015
01130058,FI5083,3,3,A,B+,GASAL,2014/2015
01130045,FI5083,3,3,A,B+,GASAL,2014/2015
01130035,FI5083,3,3,A,B+,GASAL,2014/2015
01130036,FI4013,3,3,A,B-,GASAL,2014/2015
01130046,FI2033,3,3,B,A,GASAL,2014/2015
01130040,FI4013,3,3,A,B-,GASAL,2014/2015
01130045,FI6253,3,3,A,A-,GASAL,2014/2015
01130048,FI1052,4,4,A,A-,GASAL,2014/2015
01130043,FI6253,3,3,A,B+,GASAL,2014/2015
01130056,FI5083,3,3,A,A-,GASAL,2014/2015
01130058,FI6083,3,3,A,A,GASAL,2014/2015
01130059,FI5083,3,3,A,A-,GASAL,2014/2015
01130040,FI5083,3,3,A,B+,GASAL,2014/2015
01130032,FI2053,3,3,A,B+,GASAL,2014/2015
01130057,FI5083,3,3,A,B+,GASAL,2014/2015
01130050,FI2033,3,3,B,C,GASAL,2014/2015
01130046,FI2022,2,2,A,B-,GASAL,2014/2015
01130049,FI2022,2,2,A,B,GASAL,2014/2015
01130034,FI5083,3,3,A,B,GASAL,2014/2015
01130053,FI2022,2,2,A,B-,GASAL,2014/2015
01130040,FI2022,2,2,A,B+,GASAL,2014/2015
01130044,FI2022,2,2,A,C+,GASAL,2014/2015
01130059,FI2053,3,3,A,B,GASAL,2014/2015
01130042,FI2022,2,2,A,B,GASAL,2014/2015
01130032,FI2022,2,2,A,B+,GASAL,2014/2015
01130050,FI2053,3,3,A,B+,GASAL,2014/2015
01130036,FI1052,4,4,A,B-,GASAL,2014/2015
01130059,FI2033,3,3,B,C,GASAL,2014/2015
01130044,FI6253,3,3,A,A,GASAL,2014/2015
01130057,FI2053,3,3,A,B+,GASAL,2014/2015
01130035,FI6083,3,3,A,B,GASAL,2014/2015
01130046,FI6253,3,3,A,A-,GASAL,2014/2015
01130058,FI2033,3,3,B,C+,GASAL,2014/2015
01130032,FI6083,3,3,A,A-,GASAL,2014/2015
01130050,FI3013,3,3,B,B+,GASAL,2014/2015
01130040,FI2033,3,3,B,D,GASAL,2014/2015
01130058,FI2022,2,2,A,C+,GASAL,2014/2015
01130054,FI6083,3,3,A,B+,GASAL,2014/2015
01130050,FI5083,3,3,A,B+,GASAL,2014/2015
01130053,FI6253,3,3,A,B-,GASAL,2014/2015
01130059,FI3013,3,3,B,A-,GASAL,2014/2015
01130059,FI4013,3,3,A,B-,GASAL,2014/2015
01130056,FI6083,3,3,A,B+,GASAL,2014/2015
01130050,FI4013,3,3,A,B-,GASAL,2014/2015
01130050,FI6083,3,3,A,A-,GASAL,2014/2015
01130052,FI5083,3,3,A,A,GASAL,2014/2015
01130057,FI6253,3,3,A,B+,GASAL,2014/2015
01130059,FI6253,3,3,A,B,GASAL,2014/2015
01130052,FI2033,3,3,B,A-,GASAL,2014/2015
01130052,FI4013,3,3,A,A-,GASAL,2014/2015
01130052,FI2053,3,3,A,A,GASAL,2014/2015
01130036,FI6083,3,3,A,A-,GASAL,2014/2015
01130051,FI2022,2,2,A,B+,GASAL,2014/2015
01130051,FI2033,3,3,B,A-,GASAL,2014/2015
01130052,FI6253,3,3,A,A,GASAL,2014/2015
01130051,FI5083,3,3,A,B+,GASAL,2014/2015
01130051,FI2053,3,3,A,B,GASAL,2014/2015
01130052,FI3013,3,3,B,A-,GASAL,2014/2015
01130051,FI4013,3,3,A,B-,GASAL,2014/2015
01130039,FI3013,3,3,B,A-,GASAL,2014/2015
01130051,FI3013,3,3,B,A-,GASAL,2014/2015
01130051,FI6083,3,3,A,A-,GASAL,2014/2015
01130039,FI6253,3,3,A,A,GASAL,2014/2015
01130039,FI6083,3,3,A,A-,GASAL,2014/2015
01130039,FI2053,3,3,A,A-,GASAL,2014/2015
01130039,FI4013,3,3,A,B,GASAL,2014/2015
01130039,FI5083,3,3,A,A-,GASAL,2014/2015
01140026,FI2044,4,4,A,D,GASAL,2014/2015
01140027,FI2044,4,4,A,C,GASAL,2014/2015
01140028,FI2044,4,4,A,B,GASAL,2014/2015
01140029,FI2044,4,4,A,B-,GASAL,2014/2015
01140030,FI2044,4,4,A,D,GASAL,2014/2015
01140031,FI2044,4,4,A,D,GASAL,2014/2015
01140032,FI2044,4,4,A,D,GASAL,2014/2015
01140033,FI2044,4,4,A,C,GASAL,2014/2015
01140034,FI2044,4,4,A,D,GASAL,2014/2015
01140035,FI2044,4,4,A,D,GASAL,2014/2015
01140036,FI2044,4,4,A,D,GASAL,2014/2015
01140037,FI2044,4,4,A,D,GASAL,2014/2015
01140038,FI2044,4,4,A,C+,GASAL,2014/2015
01140039,FI2044,4,4,A,D,GASAL,2014/2015
01140040,FI2044,4,4,A,C+,GASAL,2014/2015
01140041,FI2044,4,4,A,C+,GASAL,2014/2015
01140042,FI2044,4,4,A,C+,GASAL,2014/2015
01140043,FI2044,4,4,A,D,GASAL,2014/2015
01140044,FI2044,4,4,A,D,GASAL,2014/2015
01140045,FI2044,4,4,A,E,GASAL,2014/2015
01140046,FI2044,4,4,A,D,GASAL,2014/2015
01140001,FI2053,3,3,B,B-,GASAL,2014/2015
01140002,FI2053,3,3,B,B,GASAL,2014/2015
01140003,FI2053,3,3,B,B,GASAL,2014/2015
01140004,FI2053,3,3,B,B-,GASAL,2014/2015
01140005,FI2053,3,3,B,B-,GASAL,2014/2015
01140006,FI2053,3,3,B,B,GASAL,2014/2015
01140007,FI2053,3,3,B,B-,GASAL,2014/2015
01140008,FI2053,3,3,B,C+,GASAL,2014/2015
01140009,FI2053,3,3,B,B-,GASAL,2014/2015
01140010,FI2053,3,3,B,B,GASAL,2014/2015
01140011,FI2053,3,3,B,B-,GASAL,2014/2015
01140012,FI2053,3,3,B,B-,GASAL,2014/2015
01140013,FI2053,3,3,B,C+,GASAL,2014/2015
01140014,FI2053,3,3,B,B-,GASAL,2014/2015
01140015,FI2053,3,3,B,B+,GASAL,2014/2015
01140016,FI2053,3,3,B,B+,GASAL,2014/2015
01140017,FI2053,3,3,B,B-,GASAL,2014/2015
01140018,FI2053,3,3,B,B+,GASAL,2014/2015
01140019,FI2053,3,3,B,B-,GASAL,2014/2015
01140020,FI2053,3,3,B,C+,GASAL,2014/2015
01140021,FI2053,3,3,B,C+,GASAL,2014/2015
01140022,FI2053,3,3,B,B-,GASAL,2014/2015
01140023,FI2053,3,3,B,C+,GASAL,2014/2015
01140024,FI2053,3,3,B,C+,GASAL,2014/2015
01140025,FI2053,3,3,B,B,GASAL,2014/2015
01140026,FI2053,3,3,B,C+,GASAL,2014/2015
01140027,FI2053,3,3,B,B-,GASAL,2014/2015
01140028,FI2053,3,3,B,B+,GASAL,2014/2015
01140029,FI2053,3,3,B,B,GASAL,2014/2015
01140030,FI2053,3,3,B,C,GASAL,2014/2015
01140031,FI2053,3,3,B,C+,GASAL,2014/2015
01140032,FI2053,3,3,B,B-,GASAL,2014/2015
